,0
accuracy,0.9009433962264151
precision,0.9571428571428572
recall,0.8993288590604027
f1,0.9273356401384083
auc,0.9177586023223607
threshold,0.5525252525252525
test_size,212.0
positive_rate,0.7028301954269409
