,0
accuracy,0.8540540540540541
precision,0.9785714285714285
recall,0.7287234042553191
f1,0.8353658536585366
auc,0.8705868599485621
threshold,0.4797979797979798
test_size,370.0
positive_rate,0.5081081081081081
