,0
accuracy,0.8405405405405405
precision,0.9708029197080292
recall,0.7074468085106383
f1,0.8184615384615385
auc,0.8569967266775778
threshold,0.601010101010101
test_size,370.0
positive_rate,0.5081080794334412
