,0
accuracy,0.7756756756756756
precision,0.9545454545454546
recall,0.20388349514563106
f1,0.3359999999709952
auc,0.6878658957856079
threshold,0.7626262626262627
test_size,370.0
positive_rate,0.27837837837837837
