,0
accuracy,0.8071428571428572
precision,0.8805970149253731
recall,0.44696969696969696
f1,0.5929648240759375
auc,0.7422927188552189
threshold,0.5202020202020202
test_size,420.0
positive_rate,0.3142857142857143
